ds_id,constant,generation,animation_path,upstream_commit
895,MOVE_DOUBLE_SHOCK,Gen 9,armips/move/move_anim/895.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
896,MOVE_GIGATON_HAMMER,Gen 9,armips/move/move_anim/896.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
897,MOVE_COMEUPPANCE,Gen 9,armips/move/move_anim/897.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
898,MOVE_AQUA_CUTTER,Gen 9,armips/move/move_anim/898.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
899,MOVE_BLAZING_TORQUE,Gen 9,armips/move/move_anim/899.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
900,MOVE_WICKED_TORQUE,Gen 9,armips/move/move_anim/900.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
901,MOVE_NOXIOUS_TORQUE,Gen 9,armips/move/move_anim/901.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
902,MOVE_COMBAT_TORQUE,Gen 9,armips/move/move_anim/902.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
903,MOVE_MAGICAL_TORQUE,Gen 9,armips/move/move_anim/903.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
904,MOVE_BLOOD_MOON,Gen 9,armips/move/move_anim/904.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
905,MOVE_MATCHA_GOTCHA,Gen 9,armips/move/move_anim/905.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
906,MOVE_SYRUP_BOMB,Gen 9,armips/move/move_anim/906.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
907,MOVE_IVY_CUDGEL,Gen 9,armips/move/move_anim/907.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
908,MOVE_ELECTRO_SHOT,Gen 9,armips/move/move_anim/908.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
909,MOVE_TERA_STARSTORM,Gen 9,armips/move/move_anim/909.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
910,MOVE_FICKLE_BEAM,Gen 9,armips/move/move_anim/910.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
911,MOVE_BURNING_BULWARK,Gen 9,armips/move/move_anim/911.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
912,MOVE_THUNDERCLAP,Gen 9,armips/move/move_anim/912.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
913,MOVE_MIGHTY_CLEAVE,Gen 9,armips/move/move_anim/913.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
914,MOVE_TACHYON_CUTTER,Gen 9,armips/move/move_anim/914.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
915,MOVE_HARD_PRESS,Gen 9,armips/move/move_anim/915.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
916,MOVE_DRAGON_CHEER,Gen 9,armips/move/move_anim/916.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
917,MOVE_ALLURING_VOICE,Gen 9,armips/move/move_anim/917.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
918,MOVE_TEMPER_FLARE,Gen 9,armips/move/move_anim/918.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
919,MOVE_SUPERCELL_SLAM,Gen 9,armips/move/move_anim/919.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
920,MOVE_PSYCHIC_NOISE,Gen 9,armips/move/move_anim/920.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
921,MOVE_UPPER_HAND,Gen 9,armips/move/move_anim/921.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
922,MOVE_MALIGNANT_CHAIN,Gen 9,armips/move/move_anim/922.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
